sentence,episode,season,character
"Still, I can't help but think:
  Back then, what if I had
 given him a different answer?
  Would things have
 ended up the same way?
  When did it all begin?
  Back then?
  No
  It doesn't matter.",28,4,
Everything happened by my will.,28,4,
Everything comes after this.,28,4,
"Eren, both Eldia and the world
 can be saved by the euthanization plan.",28,4,
There's just no other way.,28,4,
"To aid our takeover,
  the brass was given wine
 tainted with spinal fluid.",28,4,
Believe in Zeke as he does in you.,28,4,
"I'll pretend to go along with
 Zeke's plan.",28,4,
"You do that, too.",28,4,
"Pretend to go along and then what?
  The MPs are pushing their plan to
 turn you into a Titan to eat Zeke.",28,4,
It's either fight them or run away.,28,4,
"Caring for cattle hasn't been
 the only thing on my mind.",28,4,
"I knew that, but there's
 no need to run or fight.",28,4,
"If it's our best hope for the
 island's survival, I'll go along with it.",28,4,
There's no other way.,28,4,
"But back then, you protected me.",28,4,
Everyone stood up for me.,28,4,
And that's enough for me.,28,4,
"You're fine with that, but I'm not.",28,4,
"Huh?
  I'll destroy the world
 and all our enemies.",28,4,
I'm gonna wipe out every last one of 'em.,28,4,
"That's wrong! Not everyone
 off the island is an enemy!
  Most of them won't have any idea why
 they're being killed, just like your mom!
  I know, but the only sure way to end
 this cycle of revenge fueled by hate
  is to bury our hate-filled history
 along with civilization itself.",28,4,
"They want you to bear children
 as sacrifices for the island.",28,4,
"I won't let kids eat
 their parents anymore.",28,4,
"Eren, I
  If I don't do something to stop you,
 I won't be able to live with myself.",28,4,
"If it's hard on you, just wait till I can
 erase your memories with the Founder.",28,4,
"I can't!
  You can.",28,4,
"Because you're the ""worst girl
 in the world"" who saved me back then.",28,4,
"Headaches? I never heard anything
 from Ksaver or the researchers
  about an illness specific
 to the Ackermanns.",28,4,
"But records show their power awakens
 when their survival instinct is triggered.",28,4,
"A reflex to ""protect their host""?
  I doubt it's anything like that.",28,4,
"The way I see it, Eren
  Her devotion towards you has nothing
 to do with some ""forced behavior.",28,4,
"""
  I think she just likes you enough
 to rip apart Titans for you.",28,4,
"Say, Eren
  So? What will you say to her?
  What are you talking about?
 I've got four years to live, at best.",28,4,
"What if I got pregnant?
  Even after I'm dead,
 their lives will go on.",28,4,
I want them to.,28,4,
"I want them
  to live and be happy.",28,4,
"A global, combined fleet
  Nearly every large cannon that exists in
 the world has been gathered here today.",28,4,
"All the minds of humanity
 focused on a single purpose.",28,4,
"Seeing how it's a miracle
 this fleet came together,
  if we can't stop this here,
 then nobody will.",28,4,
This rumbling.,28,4,
"That's!
  Yeah It's him!
  It's the Attack Titan!
  I'll wipe out
  every last one of 'em
  from this world!
  Corrections by masaca",28,4,
"I'll see you later, Eren.",29,4,
Huh? Mikasa,29,4,
Let's head back.,29,4,
What am I doing here?,29,4,
You're so out of it. Were you sound asleep?,29,4,
No,29,4,
"It's just, I feel like I",29,4,
had a really long dream.,29,4,
What was it about?,29,4,
I can't remember,29,4,
"Eren,",29,4,
why are you crying?,29,4,
Chapter 1,29,4,
The Rumbling,29,4,
"Listen, Halil. Me and you are the only ones",29,4,
who know where this is.,29,4,
I'm gonna stash money here,29,4,
until this sack is full.,29,4,
Then we'll have enough for everyone,29,4,
to be able to live someplace nice.,29,4,
"But, Ramzi, if you keep this up",29,4,
"someday you'll lose your left hand, too.",29,4,
You shouldn't make Grandpa any sadder.,29,4,
But someone has to do this.,29,4,
"With all of us stuck in those shabby tents,",29,4,
it's so hard to survive the winter,29,4,
People will keep dying every year.,29,4,
"So, Halil, if I die, please give",29,4,
this money to everyone for me.,29,4,
Ramzi,29,4,
Hide it!,29,4,
What's going on?,29,4,
The townspeople are fleeing?,29,4,
Why?,29,4,
"Later, though I'm not sure",29,4,
"exactly how far in the future,",29,4,
I massacre these people.,29,4,
"Before too long, they'll all die.",29,4,
"No, I kill them.",29,4,
It's already determined that I do.,29,4,
I imagine we never found a way,29,4,
for Paradis Island to survive.,29,4,
Everything here will be gone.,29,4,
"The homes,",29,4,
"the people,",29,4,
"the animals,",29,4,
"people's lives,",29,4,
their dreams,29,4,
What would Mom think?,29,4,
Shouldn't we Eldians be the ones to die?,29,4,
In the same way the King of the walls,29,4,
chose a path that led to death?,29,4,
"At the very least,",29,4,
the death toll on the island,29,4,
would be but a fraction,29,4,
of that of the rest of the world.,29,4,
It's also true that if Eldians completely,29,4,
"die out, the Titan problem goes away.",29,4,
I just can't accept,29,4,
things ending that way,29,4,
This scene,29,4,
I've seen it in memories of the future.,29,4,
"Most likely,",29,4,
I save this kid.,29,4,
This kid's a foreign refugee,29,4,
and a serial pickpocket.,29,4,
This is where we do business.,29,4,
"In other words, for us,",29,4,
this is pest control.,29,4,
This ain't got nothin' to do,29,4,
with you. Get lost.,29,4,
Yeah That's true.,29,4,
What am I thinking?,29,4,
"I eventually kill this kid, too.",29,4,
Who do I think I am?,29,4,
Take this!,29,4,
I've committed horrible acts of violence.,29,4,
I have no business acting,29,4,
like a righteous person.,29,4,
It appears the future doesn't change.,29,4,
Thanks!,29,4,
"I'm the same as you, Reiner.",29,4,
A half-assed piece of shit.,29,4,
"No, that's wrong.",29,4,
I'm worse than that.,29,4,
I'm sorry.,29,4,
I'm sorry. I'm so sorry.,29,4,
Why're you crying?,29,4,
Ramzi! Halil!,29,4,
Hurry! Come with us!,29,4,
Ramzi!,29,4,
Run! Run!,29,4,
Why are there Titans?!,29,4,
The mountains!,29,4,
Head for higher ground!,29,4,
It's no use! Look there!,29,4,
The Titans are in the mountains too!,29,4,
Heaven help us!,29,4,
We're done for!,29,4,
There's nowhere to escape to!,29,4,
Did the Marleyans flee without warning us?,29,4,
They're too fast!,29,4,
Let's at least save the children!,29,4,
"Ramzi, are we gonna get",29,4,
stepped on and crushed?,29,4,
That's not gonna happen! Don't give up!,29,4,
To save the island To save Eldia,29,4,
But there's more to this,29,4,
The money!,29,4,
Halil!,29,4,
The reality of the world outside the walls,29,4,
was different from the,29,4,
world I dreamed of,29,4,
Halil!,29,4,
It was different from the world,29,4,
I saw in Armin's book.,29,4,
When I learned humanity,29,4,
"was alive outside the walls,",29,4,
I,29,4,
was disappointed.,29,4,
I wanted this,29,4,
I wanted to wipe everything away,29,4,
I'm sorry. I'm sorry.,29,4,
I'm sorry.,29,4,
I'm so sorry!,29,4,
Come on! Open the gate! Please let us in!,29,4,
Hello? Is somebody there?,29,4,
Anybody!,29,4,
Dear.,29,4,
"It's here, isn't it?",29,4,
Judgment day has come for us.,29,4,
"From the moment I was born,",29,4,
there was always a stifling wall,29,4,
looming before me.,29,4,
"Fiery water,",29,4,
"lands of ice,",29,4,
sandy snowfields,29,4,
The people who witnessed these things,29,4,
were the ones that had obtained,29,4,
the greatest freedom in the world.,29,4,
This,29,4,
is freedom!,29,4,
We've finally arrived at this view.,29,4,
"Haven't we, Armin?",29,4,
Eren,29,4,
Are your wounds healed now?,29,4,
Huh? Annie?,29,4,
"Yeah, since we've had some time",29,4,
I never imagined we'd be able,29,4,
to relax like this.,29,4,
Wanna sit with me?,29,4,
I'd been meaning to thank you.,29,4,
Huh?,29,4,
For coming to talk to me for years.,29,4,
Thank you.,29,4,
Oh. Yeah.,29,4,
I was so lonely I thought I'd go crazy.,29,4,
Hearing from you and Hitch,29,4,
was the only joy I had.,29,4,
Annie,29,4,
But why did you choose to spend time,29,4,
chatting with a rock that never responded?,29,4,
There were more cheerful and,29,4,
"pleasant girls to talk to, right?",29,4,
That's,29,4,
not the issue.,29,4,
"It was because I wanted to see you, Annie.",29,4,
How come?,29,4,
What? You really don't know?,29,4,
After how much Hitch teased me?,29,4,
I don't know.,29,4,
What am I even doing?,29,4,
"Right now, thousands,",29,4,
"if not hundreds of millions,",29,4,
are being trampled to death all,29,4,
"across the world, and we're",29,4,
I know.,29,4,
You were talking to an enemy like me,29,4,
because you're a good person. Right?,29,4,
For the same reason you won't give up,29,4,
on talking things out with Eren.,29,4,
I could have woken up at any moment.,29,4,
Talking to the monster was,29,4,
another way to avoid a conflict.,29,4,
Right?,29,4,
Don't go.,29,4,
"Also, I told you this before, but",29,4,
"I really do hate the phrase ""good person.""",29,4,
I killed a huge number of people.,29,4,
Including civilians Even children,29,4,
And now I've made a choice that,29,4,
"betrays the people of my island,",29,4,
and I've killed friends.,29,4,
"I've long since become a monster, too.",29,4,
"Some part of me thought that, one day,",29,4,
the promise Eren and I made to,29,4,
explore the unknown world together,29,4,
would become a reality.,29,4,
The unknown world wasn't what,29,4,
"it was cracked up to be, right?",29,4,
Yeah. It was different from,29,4,
the world we'd dreamed of.,29,4,
But,29,4,
I want to believe there must,29,4,
still be something beyond the walls,29,4,
that we don't know about.,29,4,
"Quiet, isn't it?",29,4,
The residents of Odiha,29,4,
"must have already fled south,",29,4,
seeing as how every ship is gone.,29,4,
"Well, then, we're in",29,4,
the Azumabito clan's hands.,29,4,
"Yes, and we shall do whatever it takes",29,4,
to launch the flying boat into the air.,29,4,
Remove the cover!,29,4,
Hurry!,29,4,
Dammit! These explosives are in the way.,29,4,
Let's cut 'em off and toss 'em.,29,4,
Wait.,29,4,
We might be able to use them.,29,4,
Let's load them on the flying boat.,29,4,
How can that be?!,29,4,
They're all dead?,29,4,
Commander Magath My family,29,4,
in Liberio All of them?!,29,4,
The rumbling has already destroyed,29,4,
a majority of the continent of Marley.,29,4,
Then what do we do now?,29,4,
What will we do? There's nobody else!,29,4,
I'm sorry. I don't know.,29,4,
"Annie, check your equipment.",29,4,
You're still not used to,29,4,
"the new ODM gear, are you?",29,4,
Go with Reiner and zip around,29,4,
over there to get accustomed.,29,4,
Why?,29,4,
We should do the things we can so,29,4,
I believe I told you that I'm backing out.,29,4,
You don't even intend to get,29,4,
on the flying boat either?,29,4,
"Sorry, but I'm staying behind.",29,4,
Wanting to save humanity,29,4,
I don't really get that.,29,4,
"If anything, us Eldians in",29,4,
Marley were persecuted,29,4,
"by the ""humanity"" you want to save",29,4,
from the moment we were born.,29,4,
Even if hypothetically,29,4,
"the rumbling stopped now,",29,4,
"with Marley gone,",29,4,
there's no one left to protect the Eldians.,29,4,
"I truly do feel sorry about this,",29,4,
when they're putting everything,29,4,
toward the slim hope,29,4,
of saving their homeland.,29,4,
But I can't fight anymore.,29,4,
I want to spend the time I have left,29,4,
living peacefully.,29,4,
When did this happen?,29,4,
When did what happen?,29,4,
Okay. I get it.,29,4,
Get what?,29,4,
You don't have to suffer anymore.,29,4,
But Armin is going to board,29,4,
the flying boat with us and head for Eren.,29,4,
I know.,29,4,
What about you? What do you want?,29,4,
Are you gonna go kill,29,4,
Eren to save humanity?,29,4,
I won't kill him.,29,4,
"Eren's gone far away,",29,4,
and I'm bringing him back.,29,4,
That's all I'm doing.,29,4,
"By the way,",29,4,
did you lose your scarf?,29,4,
I have it.,29,4,
This is crazy! You should still be in bed!,29,4,
Stay in bed?,29,4,
"If I lie down any longer, you shits",29,4,
are gonna forget all about me.,29,4,
And that bearded bitch who passed,29,4,
out after her arm was broken is awake.,29,4,
I'll be damned if we don't make,29,4,
her tell us where Eren's going.,29,4,
Assuming a global combined fleet,29,4,
"sets out to attack Paradis Island,",29,4,
it would gather here at Karifa Naval Port.,29,4,
"After the raid on Liberio,",29,4,
we give them a month's time,29,4,
"to rally the global alliance,",29,4,
then you gain control of the Founding,29,4,
Titan by making contact with Zeke,29,4,
and activate a limited rumbling.,29,4,
The several hundred Titans in the,29,4,
Shiganshina section of the outer wall,29,4,
should be able to take them out with ease.,29,4,
Is that the only target?,29,4,
Will that be enough to keep Paradis,29,4,
Island untouched for decades?,29,4,
A nation that loses its fleet,29,4,
will be driven to economic collapse.,29,4,
"If that happens to all the major nations,",29,4,
it should be more than sufficient a blow.,29,4,
"If I had to pick another target,",29,4,
it would be this fortress in,29,4,
Marley's southern mountains,29,4,
The airship research base here,29,4,
is of some concern.,29,4,
"Most likely, that is",29,4,
Eren's second target.,29,4,
Fort Salta,29,4,
True. If he knew of the,29,4,
existence of weapons,29,4,
that had the slightest chance,29,4,
of harming the Founding Titan,29,4,
